prompt,target,ngram,seq2seq,gpt2,t5,BLEU_ngram,ROUGE_ngram,BLEU_seq2seq,ROUGE_seq2seq,BLEU_gpt2,ROUGE_gpt2,BLEU_t5,ROUGE_t5
"really, release Joke:",I really release stress… mostly through memes.,,"Really release me from deadlines? I said, No. He replied, At the level you're at—now stop crying.","I really wanted to release it, but my motivation kept it in the back.","I really don’t release anything, but I just want more time.",0.0,0.0,2.2731543567022867,0.15384615384615385,5.816635421147515,0.2857142857142857,7.347053125977879,0.3157894736842105
"please, style Joke:",Please don’t critique my style—I’m going for ‘confused but trying.’,,Please be professional in your style—professional mistakes will ruin your holiday.,Please don’t use the style—my brain says ‘please behave.,"Please, you can style something... even when you want it.",0.0,0.0,4.02724819242185,0.16,7.603985612048923,0.33333333333333337,3.1251907639724417,0.17391304347826086
"like, cemetery Joke:","I like cemeteries—they’re peaceful, unlike my inbox.",,I like cemetery—mainly because the flowers are still looking for a place. The cemetery feels like the closest thing to a real place.,I like the cemetery. It's my hobby—watching my hobby vanish.,I like the cemetery. The whole thing that matters most is just my name.,0.0,0.0,3.333744983027298,0.18181818181818182,8.054496384843702,0.380952380952381,5.816635421147515,0.34782608695652173
"looking, played Joke:","I'm looking at what you played. I wished I hadn't. He asked, That bad? I said, Worse.",,"I'm looking at the play. I asked, How? He replied, Into failure.","Look, I played a card and the match was played out. Very professional.",Look at your role—and you’re playing it.,0.0,0.0,9.843016545670126,0.4375,2.3611469356193475,0.125,1.0071241994100784,0.2857142857142857
3 Dead In Shooting At Florida Narcotics Anonymous Meeting Joke:,A meeting about recovery met tragedy—cruel irony at its finest.,,"A meeting about drugs, guns, and chaos—nobody wanted to talk—and the only sane group chat was about guns and violence.",The shooting at an Anonymous meeting turned into a tragedy. That's the irony of meeting someone who shares your disappointment.,The dead are now killed—but then the rest of the group is killed.,0.0,0.0,6.586656967644003,0.1818181818181818,2.4426633221059637,0.18749999999999997,2.8398387225677895,0.0
John Oliver Reveals Super-Freaky Nightmare Turning Up At The Beach This Summer Joke:,Oliver's talking about beach nightmares—probably just his face on the sand.,,Oliver showed up this summer and he had some really bad dreams.,Oliver took the beach to the extreme—now he's back in a fancy hotel room.,The nightmare turned up on the beach. That's pretty.,0.0,0.0,3.0890553181566975,0.08,3.4585921141027356,0.20689655172413793,8.139165682360764,0.2608695652173913
Idris Elba Reveals How He 'Hustled' His Way Onto Jay-Z's 'American Gangster' Album Joke:,He hustle his way in—turns out talent and persistence work in music too.,,Idris—that rapper's a gangster. That's his legacy.,Idris talked to Jay-Z—that's American Gangster with his accent.,Idris Elba's doing this—because it's no surprise he's not a band.,0.0,0.0,3.2530620447891696,0.08333333333333333,3.3449303459224256,0.07692307692307691,2.8666091494718775,0.0689655172413793
Volodymyr Zelenskyy Warns That Ukraine Is Just The Beginning For Russia Joke:,Zelenskyy said Ukraine's just the start—that's the terrifying part nobody wants to think about.,,Zelenskyy warned Russia is just the start—until the rest of us know more.,Zelenskyy says Ukraine is just the beginning—that's like calling somebody a dictator.,Zelenskyy claimed Russia's just the beginning—that's all a good thing.,0.0,0.0,6.649479326478728,0.3225806451612903,6.299392144493405,0.3870967741935484,6.196349981371174,0.4000000000000001
"Starbucks Leaving Russian Market, Shutting 130 Stores Joke:",Starbucks left Russia—no more lattes for Putin.,,Starbucks stopped selling Russian coffee—that's Starbucks stealing coffee in Russia.,Starbucks moved from a Russian market—that's how American companies survive.,"Starbucks' exiting Russian market shuts 130 stores—all in one, all shut.",0.0,0.0,4.456882760699063,0.2,4.456882760699063,0.1,3.0890553181566975,0.1
Video Captures Florida Deputy Climbing Building To Save Baby From Fire Joke:,A deputy climbed a building for a baby—that's heroic and also insane all at once.,,A deputy saved a baby—that's heroic stuff.,A deputy climbed a building with fire—that's heroism—and saved the baby.,"Video captures Florida’s deputy, saving baby from fire.",0.0,0.0,9.95265213836697,0.5384615384615384,23.77506350045045,0.5161290322580646,2.7385973411104616,0.15384615384615383
Federal Judges Overrule Ohio Supreme Court: Mandate Voided Voting Map Joke:,Federal judges overruled Ohio—democracy won that one.,,Federal judges ruled Ohio's voter suppression didn't work—because apparently some people just like voting in small areas.,The Ohio Supreme Court struck down a state mandate—rule no.,Federal Judges overrule Ohio—the vote flipped.,0.0,0.0,4.753622060013117,0.21428571428571425,3.7477767366779213,0.10526315789473685,6.770186228657864,0.5333333333333333
Alleged Stalker Reportedly Threatened Taylor Swift At Her Building Joke:,Someone threatened Taylor—because obsession doesn't take vacations.,,A guy threatened Taylor at a building—that's basically what a creep looks like.,A guy threatened Taylor after she moved in—that's a serial harassment story.,Taylor Swift's snooping -- he said he's just calling the elevator.,0.0,0.0,3.377156414337854,0.16666666666666669,3.673526562988939,0.17391304347826086,3.3864985683445354,0.09523809523809525
Elizabeth Olsen Says She's 'Never Met' Her 'Dr. Strange 2' Co-Star John Krasinski Joke:,Elizabeth and John never met—that's how green screen works.,,Olsen's trying to get back into the 'Dr. Strange' universe. She said 'Never!' in reference to his arc.,She's 'never met' Krasinski—and it's not because his character is gay.,Elizabeth's never met—that's why she's always happy about being able to talk.,0.0,0.0,1.6466642419110007,0.06666666666666667,3.3864985683445354,0.23999999999999996,6.837203339116283,0.3703703703703703
Lawrence O'Donnell Accuses Rupert Murdoch Of Shaping Thinking Of White Supremacist Killers Joke:,O'Donnell connected Murdoch to supremacist thinking—that's a strong accusation.,,O'Donnell accused Murdoch of thinking supremacist murderers are people—that's insanity that nobody wanted you to hear.,"O'Donnell's really spinning about white supremacists—that's a career move, and Murdoch's a billionaire.",Lawrence shook the pen—that's an attack on the White Supremacist.,0.0,0.0,3.4197980307804725,0.3870967741935484,3.1251907639724417,0.4,3.7477767366779213,0.16666666666666666
"Dorli Rainey, Symbol Of Occupy Movement, Dies At 95 Joke:",She got pepper-sprayed at 84 and kept fighting—a true legend.,,Dorli went on an anti-nuclear march—unlike the Occupy movement.,Rainey's famous—and this funeral was also famous—and his legacy is mostly forgotten.,Dorli's the symbol of occupation... at 95.,0.0,0.0,3.7968017775955714,0.0,3.0890553181566975,0.07407407407407407,4.456882760699063,0.1
Ukraine Repels Russian Attacks As Mariupol Steel Plant Battle Rages Joke:,Ukraine's fighting back against Russia—meanwhile Mariupol's basically Alamo 2.0 and we know how that ends.,,"Ukraine's fighting to protect Mariupol steel—and with Russian casualties piling up, it's the whole world at war.",Ukrainian troops are defending Mariupol from Russian attack—that's democracy in action.,Ukraine is using Russian forces as the plant battle is over.,0.0,0.0,4.480836160121357,0.25641025641025644,2.426532257432171,0.125,2.426532257432171,0.06666666666666667
4 Killed After Gunman Opens Fire In Indiana Mall Food Court Joke:,Four people died while eating—nothing says fast food like tragedy.,,4 people died after a gun guy opened fire in a food court—that's tragedy we've never heard about.,Four people died after a gunman opened fire in a food court. That's how tragedy is.,The gunman open fire—that's the first one fatally.,0.0,0.0,5.0912128230977505,0.25,9.507244120026236,0.35714285714285715,3.817681337429047,0.0
Ex-Aide Releases Melania Trump's Revealing 1-Word Text Message From Jan. 6 Joke:,Melania texted one word—and it said everything.,,A lawyer released a copy of Melania's text message. That's transparency even if that text doesn’t spell it out—that texts is not supposed to be public.,Melania sent 1 word—the most terrifying message ever sent.,She's making his speech controversial—and a little more.,0.0,0.0,1.5880117714047368,0.15789473684210528,4.990049701936832,0.22222222222222224,4.767707020457095,0.11111111111111112
Justice Department Prepares To Appeal Judge's Ruling On Transportation Mask Mandate Joke:,The DOJ's appealing the mask ruling—that's basically the government going 'we're not done fighting about this yet.',,The Justice Department's appealing—and they're already paying the price.,The Justice Department wants to overturn a ruling it took six years ago. That's a 'we'll take it and leave it' attitude that's probably going to get lost in court.,Justice Department called a judge's ruling on masks—that's a court's just getting to retry the case.,0.0,0.0,2.245239387805882,0.24242424242424246,1.526608193588886,0.18518518518518517,2.417808985590294,0.24390243902439024
'For Colored Girls' Continues To Be Black Women's North Star Joke:,That movie still matters—that's staying power.,,"For Colored Girls, MTV did a black woman. That's just nostalgia for disappointment.",'For Colored Girls' continued to be black. That's what drama looks like when women really hate it.,"The color is black, and the star says, we're always black.",0.0,0.0,2.445593937240363,0.18181818181818182,2.0244462660665508,0.15384615384615383,2.8398387225677895,0.0
Dwayne 'The Rock' Johnson Reveals Intense Superhero Look In 'Black Adam' Trailer Joke:,The Rock is jacked—because his brand is basically 'bigger than last time.',,He's in Black Adam—because that's what he's made of himself.,The Rock took Batman's look—and it's really good at it.,Dwayne's rock hit 'Black Adam'—that's the 'horse gang... but he's the best player in America.,0.0,0.0,2.853183878886449,0.07407407407407408,6.315134024688132,0.15384615384615385,2.0244462660665508,0.0625
