word1	word2	headline	joke
going	historical	-	Going to a historical site is fun until the guide starts testing your memory. ​
want	treatment	-	I want treatment for my addiction to buying stationery I never use.
happen	american	-	Happen to be American? Then your chaos is patriotic.
many	anybody	-	How many anybodys does it take to change a lightbulb? Apparently a meeting.
know	automatic	-	I know automatic reflexes. Mine include cringing at memories. My body votes no automatically.
right	products	-	You’re right, products are amazing… until you check the price.
sure	former	-	Are you sure about former? It's past. Can't redo past.
want	third	-	What's the third thing you want? I said, For you to stop asking. He replied, That's the first and second too.
something	technology	-	Something about technology always breaks when I touch it.
well	volume	-	How well does volume work? Loudly. Quantity of failure doesn't improve it.
really	london	-	I really want to visit London, but my wallet said 'mind the gap.'
time	whoo	-	Every time you shout ‘whoo,’ my brain assumes something regrettable happened.
help	marriage	-	Help marriage. It's stuck. Get it help. It still won't move. That's the whole point.
right	learning	-	You're right about learning. I asked, What am I right about? He said, That you should stop.
know	bravo	-	I know about bravo. My friend asked, What? I replied, It's an exclamation.
need	known	-	I need known facts, not conspiracy theories from your uncle.
fine	plan	-	Fine plan—nap, snack, repeat.
right	titles	-	You're right about titles. I asked, What? He said, They're meaningless.
right	lightblue	-	You’re right, lightblue is relaxing—just like my desire to nap forever.
hear	state	-	I hear the state fair has great food—mostly fried, but great.
sure	video	-	Sure, I’ll watch the video… if snacks are involved.
help	february	-	Send help; February is short, but the bills are full length. ​
know	presented	-	I know presented information… mostly in confusing graphs.
water	book	-	Water the plants, read the book—nap optional.
right	germany	-	You’re right, Germany has great food—my stomach still writes them love letters.
know	academy	-	I know the academy won’t call—but I practice acceptance speeches anyway.
time	cheese	-	"It’s always time for cheese until your doctor says the word ""cholesterol"" with concern. ​"
good	jenny	-	It’s a good party if Jenny is laughing instead of explaining the group project again. ​
talk	district	-	Talk district business… or just gossip, same thing.
talk	south	-	Talk to someone from the south and suddenly you'll hear a whole story. ​
always	national	-	I always cry during the national anthem—mostly from confusion.
love	joined	-	I love that you joined. He asked, Why? I replied, Now I can properly hate you.
sure	london	-	Sure, London is historic… my wallet disagrees daily.
gave	head	-	I gave my head away. It was making decisions anyway. Things improved.
know	similar	-	I know it’s similar, but my brain refuses to recognize patterns.
done	august	-	Done—it's August. The year's downward spiral continues. Physics of entropy apply here.
understand	river	-	I understand the river—it just keeps flowing away from problems.
thank	division	-	Thank you for causing a division—in my peace of mind.
something	drug	-	Something's a drug. We're all addicted to hoping tomorrow is different. Narrator voice: It isn't.
want	philip	-	I want Philip… to fetch snacks immediately.
always	based	-	"It’s always based on ""a true story,"" which usually means ""some of this actually happened."" ​"
know	ferry	-	I know the ferry. It carries us across troubled waters toward slightly different troubles.
better	members	-	Better members would help. We're currently working with what we have. Regret is optional.
call	county	-	Call the county. Tell them we're here. Permanently failing in public records.
think	ireland	-	I think Ireland is calling me—my soul wants green vibes.
thank	became	-	Thank you for becoming the reason I'm late.
know	numerous	-	I know numerous excuses—but none sound believable.
around	fault	-	I looked around—it’s definitely someone else’s fault.
tell	income	-	Tell me income. It arrives. Not enough. Mathematics of poverty.
know	temperature	-	I know the temperature is rising—I’m sweating just thinking.
keep	august	-	Keep August for vacation; September brings homework and existential dread. ​
like	defeated	-	I like feeling undefeated, so I never try anything.
think	appointment	-	Think about your appointment with failure. It's not reschedulable. Very punctual.
first	lightblue	-	For the first time, I painted something lightblue. My roommate asked, Why? I replied, I wanted blue but lost my nerve—it's now commitment-phobic.
really	cost	-	What does this really cost? He asked, In money? I said, In my sanity.
thanks	july	-	Thanks, July—heat + exams is a toxic combo.
think	present	-	Think present moment. It's happening now. Unfortunately. Timing could be better.
world	shoot	-	The world told me to shoot my shot—I missed.
right	jewelry	-	You're right—jewelry shines. Then tarnishes. Metaphor for relationships.
want	stole	-	What do you want? Your dignity back. I asked, Did I steal it? He replied, Among other things.
thank	spanish	-	Thank Spanish lessons for teaching me how to ask for tapas politely.
know	architecture	-	I know architecture… mostly the part where I get lost.
find	dies	-	Find what dies. Everything. It's the one consistency in an inconsistent universe.
please	designed	-	Please—who designed this? He asked. I replied, Someone with poor choices.
-	-	Census: Black Population Grows In Suburbs, Shrinks In Cities	Black people are moving to suburbs while shrinking in cities. That's called white flight, part two.
-	-	This Perfect Homemade Burger Recipe Doesn't Require A Grill	A burger recipe without a grill—that's called 'a stovetop.'
-	-	Atlanta Falcons Player Suspended For 2022 Season After Betting On NFL Games	A Falcons player got suspended for betting. You can't bet on your own league, dude.
-	-	Crypto Crash Leaves Trading Platform Coinbase Slumped	Crypto crashed—and Coinbase went down with it.
-	-	Deputy Kills Unarmed Black Man After Alleged Shoplifting From Houston Dollar General	He allegedly stole from Dollar General—and paid with his life.
-	-	Russian Troops Killed, Sickened By Poisoned Food From Ukraine Residents, Say Officials	Ukrainian grandmas are running a food poisoning operation. That's not war, that's a cooking show called 'Revenge Borscht.'
-	-	NFL Seeks Arbitration For Flores' Racial Discrimination Suit	The NFL wants arbitration—they're really good at hiding things quietly.
-	-	No Charges Against Chicago Police Officers In Deaths Of Adam Toledo, Anthony Alvarez	No charges for cops who killed two people. Chicago's basically saying 'killing is fine, actually.'
-	-	Ex-Oscars Host Jimmy Kimmel Reveals How He Would've Handled Will Smith's Slap	Jimmy said how he'd handle it. Dude, you weren't there—stop fantasizing about getting hit.
-	-	FX's 'Justified' Set Faces Violent Interruption For Second Time In 3 Weeks	The set's getting justified interruptions—by actual violence this time.
-	-	What Is Compassion Fatigue? Here Are The Signs You're Experiencing It.	Compassion fatigue is real—and the world's giving it to everyone.
-	-	Wisconsin Republicans Want Supreme Court To Block Map That Adds A Black-Majority District	Wisconsin Republicans want to block a Black district. That's saying the quiet part loud.
-	-	Jordan Klepper Spotlights Far-Right Leader Who Shares Trump's 'Butthurt Mentality'	Jordan found a far-right guy with Trump's mentality—shocking, that's like finding another angry person at an angry people convention.
-	-	Tennessee Pauses Executions, Will Review Lethal Injections	Tennessee paused executions—that's the first sane thing a state's done in a while.
-	-	How To Prevent And Treat Summer Chafing For Men	Summer chafing's real—and nobody warns you until it's too late.
-	-	And The Award For Most Enthusiastic VMAs Guest Goes To Taylor Swift	Taylor's really shaking it off—and the camera caught every second.
-	-	Bear Spotted Chilling In California Swimming Pool	He's just trying to beat the heat like the rest of us—except with more fur and fewer swimsuits.
-	-	Brad Pitt's 'Bullet Train' Pulls Into Station With $30.1M	Brad's train is running on time—unlike most Hollywood productions.
-	-	Tatum's Layup At Buzzer Gives Celtics 115-114 Win Over Nets	A last-second layup won the Celtics the game—that's the only good thing happening this week.
-	-	FBI Probing Russian-Speaking Fake Heiress Who Infiltrated Mar-A-Lago: Report	She walked right in—turns out Mar-A-Lago's security is as tight as a screen door.
